CpuName,GpuName,GameName,CpuNumberOfCores,CpuNumberOfThreads,CpuFrequency,CpuTurboClock,CpuCacheL3,CpuTDP,GpuMemorySize,GpuBandwidth,GpuMemoryBus,GpuNumberOfShadingUnits,GpuBaseClock,GpuBoostClock,GpuNumberOfROPs,GpuFP32Performance,GameSetting,GameSetting_Normalized,GameSetting_Ordinal,GameResolution,FPS
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1660 Ti,grandTheftAuto5,12.0,24.0,3800.0,4600.0,64.0,105.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,76.3
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1660 Ti,grandTheftAuto5,8.0,16.0,3900.0,4500.0,32.0,105.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,75.5
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1660 Ti,grandTheftAuto5,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,74.5
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1660 Ti,grandTheftAuto5,6.0,12.0,3800.0,4400.0,32.0,95.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,74.1
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1660 Ti,grandTheftAuto5,6.0,12.0,3600.0,4200.0,32.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,72.0
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1660 Ti,grandTheftAuto5,6.0,12.0,3600.0,4250.0,16.0,95.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,69.6
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1660 Ti,grandTheftAuto5,6.0,12.0,3600.0,4000.0,16.0,95.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,65.3
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1660 Ti,grandTheftAuto5,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,64.6
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1660 Ti,grandTheftAuto5,8.0,16.0,3400.0,3800.0,16.0,95.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,62.5
Intel Core i9-9900K,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,8.0,16.0,3600.0,5000.0,16.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,78.8
Intel Core i7-9700K,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,8.0,8.0,3600.0,4900.0,12.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,78.1
Intel Core i7-8700K,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,6.0,12.0,3700.0,4700.0,12.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,72.2
Intel Core i7-7700K,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,4.0,8.0,4200.0,4500.0,8.0,91.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,70.1
Intel Core i5-9400F,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,6.0,6.0,2900.0,4100.0,9.0,65.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,69.6
Intel Core i5-8600K,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,6.0,6.0,3600.0,4300.0,9.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,68.7
Intel Core i5-8400,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,6.0,6.0,2800.0,4000.0,9.0,65.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,67.3
Intel Core i5-7600K,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,4.0,4.0,3800.0,4200.0,6.0,91.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,66.6
Intel Core i5-7500,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,4.0,4.0,3400.0,3800.0,6.0,65.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,63.1
Intel Core i3-7100,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,52.6
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,12.0,24.0,3800.0,4600.0,64.0,105.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,75.3
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,8.0,16.0,3900.0,4500.0,32.0,105.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,74.6
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,73.5
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,6.0,12.0,3800.0,4400.0,32.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,73.2
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,6.0,12.0,3600.0,4200.0,32.0,65.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,71.1
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,6.0,12.0,3600.0,4250.0,16.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,68.7
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,6.0,12.0,3600.0,4000.0,16.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,64.5
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,63.8
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1660 SUPER,grandTheftAuto5,8.0,16.0,3400.0,3800.0,16.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,61.7
Intel Core i9-9900K,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,8.0,16.0,3600.0,5000.0,16.0,95.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,78.8
Intel Core i7-9700K,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,8.0,8.0,3600.0,4900.0,12.0,95.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,78.1
Intel Core i7-8700K,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,6.0,12.0,3700.0,4700.0,12.0,95.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,72.2
Intel Core i7-7700K,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,4.0,8.0,4200.0,4500.0,8.0,91.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,70.1
Intel Core i5-9400F,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,6.0,6.0,2900.0,4100.0,9.0,65.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,69.6
Intel Core i5-8600K,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,6.0,6.0,3600.0,4300.0,9.0,95.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,68.7
Intel Core i5-8400,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,6.0,6.0,2800.0,4000.0,9.0,65.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,67.3
Intel Core i5-7600K,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,4.0,4.0,3800.0,4200.0,6.0,91.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,66.6
Intel Core i5-7500,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,4.0,4.0,3400.0,3800.0,6.0,65.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,63.1
Intel Core i3-7100,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,52.6
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,12.0,24.0,3800.0,4600.0,64.0,105.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,75.3
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,8.0,16.0,3900.0,4500.0,32.0,105.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,74.6
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,73.5
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,6.0,12.0,3800.0,4400.0,32.0,95.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,73.2
AMD Ryzen 5 3600,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,6.0,12.0,3600.0,4200.0,32.0,65.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,71.1
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,6.0,12.0,3600.0,4250.0,16.0,95.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,68.7
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,6.0,12.0,3600.0,4000.0,16.0,95.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,64.5
AMD Ryzen 5 2600,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,63.8
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 980 Ti,grandTheftAuto5,8.0,16.0,3400.0,3800.0,16.0,95.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,61.7
Intel Core i9-9900K,NVIDIA GeForce GTX 1660,grandTheftAuto5,8.0,16.0,3600.0,5000.0,16.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,76.7
Intel Core i7-9700K,NVIDIA GeForce GTX 1660,grandTheftAuto5,8.0,8.0,3600.0,4900.0,12.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,76.1
Intel Core i7-8700K,NVIDIA GeForce GTX 1660,grandTheftAuto5,6.0,12.0,3700.0,4700.0,12.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,70.3
Intel Core i7-7700K,NVIDIA GeForce GTX 1660,grandTheftAuto5,4.0,8.0,4200.0,4500.0,8.0,91.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,68.3
Intel Core i5-9400F,NVIDIA GeForce GTX 1660,grandTheftAuto5,6.0,6.0,2900.0,4100.0,9.0,65.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,67.8
Intel Core i5-8600K,NVIDIA GeForce GTX 1660,grandTheftAuto5,6.0,6.0,3600.0,4300.0,9.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,66.9
Intel Core i5-8400,NVIDIA GeForce GTX 1660,grandTheftAuto5,6.0,6.0,2800.0,4000.0,9.0,65.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,65.6
Intel Core i5-7600K,NVIDIA GeForce GTX 1660,grandTheftAuto5,4.0,4.0,3800.0,4200.0,6.0,91.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,64.9
Intel Core i5-7500,NVIDIA GeForce GTX 1660,grandTheftAuto5,4.0,4.0,3400.0,3800.0,6.0,65.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,61.5
Intel Core i3-7100,NVIDIA GeForce GTX 1660,grandTheftAuto5,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,51.2
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1660,grandTheftAuto5,12.0,24.0,3800.0,4600.0,64.0,105.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,73.3
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1660,grandTheftAuto5,8.0,16.0,3900.0,4500.0,32.0,105.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,72.6
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1660,grandTheftAuto5,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,71.6
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1660,grandTheftAuto5,6.0,12.0,3800.0,4400.0,32.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,71.3
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1660,grandTheftAuto5,6.0,12.0,3600.0,4200.0,32.0,65.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,69.2
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1660,grandTheftAuto5,6.0,12.0,3600.0,4250.0,16.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,66.9
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1660,grandTheftAuto5,6.0,12.0,3600.0,4000.0,16.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,62.8
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1660,grandTheftAuto5,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,62.1
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1660,grandTheftAuto5,8.0,16.0,3400.0,3800.0,16.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,60.1
Intel Core i9-9900K,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,8.0,16.0,3600.0,5000.0,16.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,74.7
Intel Core i7-9700K,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,8.0,8.0,3600.0,4900.0,12.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,74.0
Intel Core i7-8700K,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,6.0,12.0,3700.0,4700.0,12.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,69.0
Intel Core i7-7700K,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,4.0,8.0,4200.0,4500.0,8.0,91.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,66.8
Intel Core i5-9400F,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,6.0,6.0,2900.0,4100.0,9.0,65.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,66.0
Intel Core i5-8600K,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,6.0,6.0,3600.0,4300.0,9.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,65.4
Intel Core i5-8400,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,6.0,6.0,2800.0,4000.0,9.0,65.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,63.9
Intel Core i5-7600K,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,4.0,4.0,3800.0,4200.0,6.0,91.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,63.6
Intel Core i5-7500,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,4.0,4.0,3400.0,3800.0,6.0,65.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,60.3
Intel Core i3-7100,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,50.0
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,12.0,24.0,3800.0,4600.0,64.0,105.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,71.4
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,8.0,16.0,3900.0,4500.0,32.0,105.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,70.7
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,69.7
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,6.0,12.0,3800.0,4400.0,32.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,69.4
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,6.0,12.0,3600.0,4200.0,32.0,65.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,67.4
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,6.0,12.0,3600.0,4250.0,16.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,65.1
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,6.0,12.0,3600.0,4000.0,16.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,61.7
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,60.5
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,8.0,16.0,3400.0,3800.0,16.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,59.0
Intel Core i9-9900K,NVIDIA GeForce GTX 980,grandTheftAuto5,8.0,16.0,3600.0,5000.0,16.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,66.5
Intel Core i7-9700K,NVIDIA GeForce GTX 980,grandTheftAuto5,8.0,8.0,3600.0,4900.0,12.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,65.9
Intel Core i7-8700K,NVIDIA GeForce GTX 980,grandTheftAuto5,6.0,12.0,3700.0,4700.0,12.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,61.0
Intel Core i7-7700K,NVIDIA GeForce GTX 980,grandTheftAuto5,4.0,8.0,4200.0,4500.0,8.0,91.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,59.2
Intel Core i5-9400F,NVIDIA GeForce GTX 980,grandTheftAuto5,6.0,6.0,2900.0,4100.0,9.0,65.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,58.8
Intel Core i5-8600K,NVIDIA GeForce GTX 980,grandTheftAuto5,6.0,6.0,3600.0,4300.0,9.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,58.0
Intel Core i5-8400,NVIDIA GeForce GTX 980,grandTheftAuto5,6.0,6.0,2800.0,4000.0,9.0,65.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,56.8
Intel Core i5-7600K,NVIDIA GeForce GTX 980,grandTheftAuto5,4.0,4.0,3800.0,4200.0,6.0,91.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,56.2
Intel Core i5-7500,NVIDIA GeForce GTX 980,grandTheftAuto5,4.0,4.0,3400.0,3800.0,6.0,65.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,53.3
Intel Core i3-7100,NVIDIA GeForce GTX 980,grandTheftAuto5,2.0,4.0,3900.0,3900.0,3.0,51.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,44.4
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 980,grandTheftAuto5,12.0,24.0,3800.0,4600.0,64.0,105.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,63.5
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 980,grandTheftAuto5,8.0,16.0,3900.0,4500.0,32.0,105.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,62.9
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 980,grandTheftAuto5,8.0,16.0,3600.0,4400.0,32.0,65.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,62.1
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 980,grandTheftAuto5,6.0,12.0,3800.0,4400.0,32.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,61.8
AMD Ryzen 5 3600,NVIDIA GeForce GTX 980,grandTheftAuto5,6.0,12.0,3600.0,4200.0,32.0,65.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,60.0
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 980,grandTheftAuto5,6.0,12.0,3600.0,4250.0,16.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,58.0
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 980,grandTheftAuto5,6.0,12.0,3600.0,4000.0,16.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,54.5
AMD Ryzen 5 2600,NVIDIA GeForce GTX 980,grandTheftAuto5,6.0,12.0,3400.0,3900.0,16.0,65.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,53.9
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 980,grandTheftAuto5,8.0,16.0,3400.0,3800.0,16.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,52.1
Intel Core i9-9900K,NVIDIA GeForce GTX 1060 5 GB,grandTheftAuto5,8.0,16.0,3600.0,5000.0,16.0,95.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,max,ultra,4,1080.0,65.5
Intel Core i7-9700K,NVIDIA GeForce GTX 1060 5 GB,grandTheftAuto5,8.0,8.0,3600.0,4900.0,12.0,95.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,max,ultra,4,1080.0,64.9
Intel Core i7-8700K,NVIDIA GeForce GTX 1060 5 GB,grandTheftAuto5,6.0,12.0,3700.0,4700.0,12.0,95.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,max,ultra,4,1080.0,60.5
Intel Core i7-7700K,NVIDIA GeForce GTX 1060 5 GB,grandTheftAuto5,4.0,8.0,4200.0,4500.0,8.0,91.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,max,ultra,4,1080.0,58.4
Intel Core i5-9400F,NVIDIA GeForce GTX 1060 5 GB,grandTheftAuto5,6.0,6.0,2900.0,4100.0,9.0,65.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,max,ultra,4,1080.0,57.9
