CpuName,GpuName,GameName,CpuNumberOfCores,CpuNumberOfThreads,CpuFrequency,CpuTurboClock,CpuCacheL3,CpuTDP,GpuMemorySize,GpuBandwidth,GpuMemoryBus,GpuNumberOfShadingUnits,GpuBaseClock,GpuBoostClock,GpuNumberOfROPs,GpuFP32Performance,GameSetting,GameSetting_Normalized,GameSetting_Ordinal,GameResolution,FPS,y_true,y_pred,abs_error,pct_error
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1080 11Gbps,radicalHeights,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,max,ultra,4,1080.0,86.7,86.7,86.44055539594173,0.25944460405827385,0.2992440646577553
Intel Core i3-7100,NVIDIA GeForce RTX 2060,starcraft2,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,134.8,134.8,135.0590852301434,0.25908523014339835,0.1921997256256664
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1070 Ti,fortnite,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,max,ultra,4,1080.0,123.3,123.3,123.04104188957459,0.25895811042541084,0.21002279839854895
AMD Ryzen 7 3800X,AMD Radeon RX 5700,airMechStrike,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,163.8,163.8,164.0588357882737,0.2588357882737,0.1580194067605006
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1070 Ti,rainbowSixSiege,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,114.0,114.0,114.25854984488242,0.25854984488242394,0.22679810954598592
Intel Core i5-8600K,NVIDIA GeForce GTX 970,totalWar3Kingdoms,6.0,6.0,3600.0,4300.0,9.0,95.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,max,ultra,4,1080.0,49.8,49.8,50.05770807989036,0.2577080798903637,0.5174861041975175
Intel Core i5-8400,AMD Radeon RX 5700,battletech,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,99.2,99.2,98.94266665902448,0.25733334097552074,0.2594086098543556
Intel Core i5-7600K,NVIDIA GeForce GTX TITAN X,radicalHeights,4.0,4.0,3800.0,4200.0,6.0,91.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,max,ultra,4,1080.0,95.3,95.3,95.04270039267908,0.25729960732091683,0.2699890947753587
Intel Core i9-9900K,NVIDIA GeForce GTX 1660,totalWar3Kingdoms,8.0,16.0,3600.0,5000.0,16.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,94.1,94.1,94.35689040626316,0.2568904062631674,0.2729972436377975
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1060 5 GB,pathOfExile,8.0,16.0,3900.0,4500.0,32.0,105.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,med,medium,2,1080.0,162.4,162.4,162.65628607862905,0.25628607862904573,0.1578116247715799
Intel Core i5-9400F,NVIDIA GeForce GTX TITAN X,leagueOfLegends,6.0,6.0,2900.0,4100.0,9.0,65.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,med,medium,2,1080.0,285.5,285.5,285.2439512358142,0.2560487641857776,0.08968433071305695
Intel Core i7-8700K,NVIDIA GeForce GTX 1080 11Gbps,frostpunk,6.0,12.0,3700.0,4700.0,12.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,168.3,168.3,168.5554652261596,0.25546522615960043,0.15179157822911493
Intel Core i5-9400F,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,6.0,6.0,2900.0,4100.0,9.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,63.9,63.9,64.15506677156985,0.2550667715698509,0.3991655267133817
Intel Core i7-9700K,NVIDIA GeForce GTX 1070 Ti,apexLegends,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,max,ultra,4,1080.0,103.8,103.8,103.54522777636609,0.25477222363390695,0.24544530215212615
Intel Core i5-7600K,AMD Radeon RX 570,leagueOfLegends,4.0,4.0,3800.0,4200.0,6.0,91.0,4000.0,224000.0,256.0,2048.0,1168.0,1244.0,32.0,5095000.0,med,medium,2,1080.0,166.8,166.8,166.54540050305977,0.2545994969402443,0.15263758809367164
AMD Ryzen 7 3800X,NVIDIA GeForce RTX 2080,apexLegends,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,max,ultra,4,1080.0,121.3,121.3,121.0460104483427,0.2539895516572983,0.20938957267708022
Intel Core i5-7600K,NVIDIA GeForce RTX 2060,callOfDutyWW2,4.0,4.0,3800.0,4200.0,6.0,91.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,max,ultra,4,1080.0,126.0,126.0,126.25383976587527,0.25383976587527,0.20146013164703971
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,60.5,60.5,60.75339751262146,0.2533975126214614,0.41883886383712626
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1070 Ti,frostpunk,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,136.5,136.5,136.24702507025538,0.25297492974462443,0.18532961886053073
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 980,counterStrikeGlobalOffensive,6.0,12.0,3600.0,4250.0,16.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,170.2,170.2,170.4526954902192,0.25269549021922444,0.14846973573397443
AMD Ryzen 5 3600,NVIDIA GeForce RTX 2070,playerUnknownsBattlegrounds,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,max,ultra,4,1080.0,85.8,85.8,85.54875160003704,0.2512483999629609,0.2928303029871339
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1080 Ti,totalWar3Kingdoms,12.0,24.0,3800.0,4600.0,64.0,105.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,max,ultra,4,1080.0,88.8,88.8,89.05118730547454,0.25118730547454504,0.2828685872461093
AMD Ryzen 5 3600,NVIDIA GeForce RTX 2060 SUPER,grandTheftAuto5,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,max,ultra,4,1080.0,83.0,83.0,83.250828725332,0.2508287253319992,0.3022032835325291
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1050 Ti,battlefield4,8.0,16.0,3900.0,4500.0,32.0,105.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,53.6,53.6,53.8507224039117,0.250722403911702,0.46776567893974247
Intel Core i5-8400,NVIDIA GeForce GTX 980 Ti,dota2,6.0,6.0,2800.0,4000.0,9.0,65.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,130.9,130.9,131.1499412611711,0.24994126117110227,0.19094061204820648
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1660 SUPER,battletech,6.0,12.0,3800.0,4400.0,32.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,73.7,73.7,73.94905859988934,0.24905859988933798,0.3379356850601601
Intel Core i5-9400F,NVIDIA GeForce RTX 2060 SUPER,battletech,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,max,ultra,4,1080.0,82.1,82.1,81.8514048464709,0.24859515352909511,0.30279555850072487
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1660,seaOfThieves,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,150.7,150.7,150.94782031320722,0.24782031320722808,0.16444612687938162
Intel Core i5-8600K,NVIDIA GeForce GTX 1060 6 GB GDDR5X,destiny2,6.0,6.0,3600.0,4300.0,9.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,med,medium,2,1080.0,128.7,128.7,128.94669510650056,0.24669510650056736,0.1916822894332303
Intel Core i7-9700K,AMD Radeon RX 590,callOfDutyWW2,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,125.1,125.1,124.8533547731555,0.24664522684449253,0.19715845471182458
AMD Ryzen 7 3800X,NVIDIA GeForce GTX TITAN X,rainbowSixSiege,8.0,16.0,3900.0,4500.0,32.0,105.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,max,ultra,4,1080.0,111.6,111.6,111.84582951680447,0.24582951680447707,0.2202773448068791
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,warframe,6.0,12.0,3800.0,4400.0,32.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,med,medium,2,1080.0,191.0,191.0,191.2450721026932,0.24507210269320012,0.12831000141005242
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 980,grandTheftAuto5,8.0,16.0,3900.0,4500.0,32.0,105.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,med,medium,2,1080.0,88.7,88.7,88.9446372425478,0.24463724254779606,0.2758029791970643
Intel Core i5-9400F,AMD Radeon RX 580,totalWar3Kingdoms,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,max,ultra,4,1080.0,43.6,43.6,43.84391029937392,0.2439102993739155,0.559427292142008
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 980,airMechStrike,8.0,16.0,3400.0,3800.0,16.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,79.2,79.2,78.95619588514717,0.2438041148528356,0.3078334783495399
AMD Ryzen 9 3900X,NVIDIA GeForce RTX 2070,rainbowSixSiege,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,max,ultra,4,1080.0,106.9,106.9,106.65624237681413,0.24375762318587135,0.2280239693039021
Intel Core i5-9400F,NVIDIA GeForce RTX 2070 SUPER,seaOfThieves,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,max,ultra,4,1080.0,138.2,138.2,137.95749537722872,0.24250462277126417,0.17547367783738363
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1660 SUPER,battletech,8.0,16.0,3900.0,4500.0,32.0,105.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,100.6,100.6,100.84231978886973,0.24231978886973593,0.24087454162001584
AMD Ryzen 5 2600X,AMD Radeon RX 570,fortnite,6.0,12.0,3600.0,4250.0,16.0,95.0,4000.0,224000.0,256.0,2048.0,1168.0,1244.0,32.0,5095000.0,med,medium,2,1080.0,99.0,99.0,98.75854788261016,0.24145211738984074,0.24389102766650578
Intel Core i9-9900K,AMD Radeon Pro Vega 64,destiny2,8.0,16.0,3600.0,5000.0,16.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,162.7,162.7,162.9414014947442,0.241401494744224,0.14837215411445853
AMD Ryzen 5 3600,AMD Radeon RX 590,leagueOfLegends,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,180.5,180.5,180.74072567219054,0.24072567219053553,0.1333660233742579
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1660 Ti,destiny2,6.0,12.0,3600.0,4250.0,16.0,95.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,133.5,133.5,133.7401687757604,0.2401687757603952,0.17990170468943462
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1070 Ti,destiny2,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,max,ultra,4,1080.0,113.0,113.0,113.23992453540845,0.2399245354084485,0.2123225977065916
AMD Ryzen 5 2600X,NVIDIA GeForce GTX TITAN X,fortnite,6.0,12.0,3600.0,4250.0,16.0,95.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,max,ultra,4,1080.0,135.0,135.0,135.23915856966667,0.23915856966667093,0.17715449604938588
Intel Core i3-7100,NVIDIA GeForce GTX 980 Ti,destiny2,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,75.7,75.7,75.93907493868817,0.23907493868816232,0.3158189414638868
Intel Core i7-7700K,NVIDIA GeForce GTX 1050 3 GB,worldOfTanks,4.0,8.0,4200.0,4500.0,8.0,91.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,30.8,30.8,31.03904715158433,0.2390471515843302,0.7761271155335396
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1080 11Gbps,fortnite,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,max,ultra,4,1080.0,134.9,134.9,134.66280493545716,0.23719506454284556,0.17583029247060455
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1660,callOfDutyWW2,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,119.4,119.4,119.63568495799782,0.23568495799781886,0.19739108710035078
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1660 SUPER,radicalHeights,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,95.0,95.0,95.23475262278048,0.23475262278047637,0.2471080239794488
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1080 11Gbps,dota2,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,max,ultra,4,1080.0,145.9,145.9,146.1345320416762,0.23453204167620356,0.16074848641275089
Intel Core i7-7700K,NVIDIA GeForce GTX 980 Ti,worldOfTanks,4.0,8.0,4200.0,4500.0,8.0,91.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,med,medium,2,1080.0,77.5,77.5,77.26598395355647,0.23401604644352858,0.30195618895939175
AMD Ryzen 7 1700X,AMD Radeon RX 590,battletech,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,60.1,60.1,59.86655385969088,0.2334461403091197,0.3884295179852241
Intel Core i5-7600K,AMD Radeon RX 5700 XT,battletech,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,79.8,79.8,79.56769695753283,0.2323030424671657,0.2911065695077265
AMD Ryzen 7 1700X,NVIDIA GeForce RTX 2060,apexLegends,8.0,16.0,3400.0,3800.0,16.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,max,ultra,4,1080.0,84.6,84.6,84.83198390649966,0.23198390649966427,0.27421265543695544
Intel Core i7-9700K,NVIDIA GeForce RTX 2070,farCry5,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,med,medium,2,1080.0,148.7,148.7,148.93191818042553,0.2319181804255379,0.1559638066076247
Intel Core i7-8700K,NVIDIA GeForce GTX 1060 5 GB,totalWar3Kingdoms,6.0,12.0,3700.0,4700.0,12.0,95.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,max,ultra,4,1080.0,55.0,55.0,55.23152528938658,0.2315252893865818,0.4209550716119669
Intel Core i5-9400F,NVIDIA GeForce GTX 1660 Ti,grandTheftAuto5,6.0,6.0,2900.0,4100.0,9.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,70.6,70.6,70.36853023360875,0.23146976639124262,0.32786085891110855
Intel Core i5-7600K,AMD Radeon RX 570,frostpunk,4.0,4.0,3800.0,4200.0,6.0,91.0,4000.0,224000.0,256.0,2048.0,1168.0,1244.0,32.0,5095000.0,max,ultra,4,1080.0,64.5,64.5,64.73085463095492,0.23085463095492287,0.35791415651926023
Intel Core i5-7500,NVIDIA GeForce GTX 1070 GDDR5X,totalWar3Kingdoms,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,max,ultra,4,1080.0,58.5,58.5,58.26916537812014,0.2308346218798576,0.39458909723052576
Intel Core i7-8700K,NVIDIA GeForce GTX 980,overwatch,6.0,12.0,3700.0,4700.0,12.0,95.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,med,medium,2,1080.0,162.4,162.4,162.16954442936435,0.23045557063565525,0.1419061395539749
AMD Ryzen 7 3700X,NVIDIA GeForce RTX 2060,fortnite,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,162.1,162.1,162.32978074139913,0.2297807413991393,0.14175246230668678
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1660,apexLegends,8.0,16.0,3400.0,3800.0,16.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,98.4,98.4,98.62933549187002,0.22933549187001745,0.2330645242581478
AMD Ryzen 5 2600,NVIDIA GeForce GTX 980,rainbowSixSiege,6.0,12.0,3400.0,3900.0,16.0,65.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,med,medium,2,1080.0,88.5,88.5,88.27089152996874,0.22910847003126378,0.2588796271539704
Intel Core i7-7700K,NVIDIA GeForce RTX 2070 SUPER,grandTheftAuto5,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,med,medium,2,1080.0,108.1,108.1,108.3287845608896,0.22878456088960775,0.21164159194228285
AMD Ryzen 5 2600X,NVIDIA GeForce RTX 2070 SUPER,apexLegends,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,med,medium,2,1080.0,128.6,128.6,128.82826483283392,0.22826483283392918,0.1774998700108314
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 970,radicalHeights,6.0,12.0,3800.0,4400.0,32.0,95.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,med,medium,2,1080.0,92.1,92.1,91.87402418115776,0.22597581884222961,0.24535919526843608
AMD Ryzen 5 2600X,NVIDIA GeForce RTX 2080,warframe,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,med,medium,2,1080.0,220.9,220.9,221.12466977794793,0.22466977794792342,0.10170655407330169
AMD Ryzen 7 1700X,NVIDIA GeForce RTX 2060,battlefield4,8.0,16.0,3400.0,3800.0,16.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,max,ultra,4,1080.0,55.3,55.3,55.07597392739034,0.22402607260965368,0.4051104387154678
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 970,overwatch,6.0,12.0,3800.0,4400.0,32.0,95.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,max,ultra,4,1080.0,109.6,109.6,109.37603894189515,0.22396105810484812,0.2043440311175622
Intel Core i9-9900K,NVIDIA GeForce GTX 970,seaOfThieves,8.0,16.0,3600.0,5000.0,16.0,95.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,max,ultra,4,1080.0,97.3,97.3,97.07642572004252,0.22357427995747514,0.22977829389257465
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1050 Ti,aWayOut,12.0,24.0,3800.0,4600.0,64.0,105.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,110.6,110.6,110.37662298706772,0.22337701293227497,0.20196836612321428
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1050 Ti,aWayOut,12.0,24.0,3800.0,4600.0,64.0,105.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,72.6,72.6,72.37662803556044,0.22337196443955065,0.3076748821481414
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1050 Ti,worldOfTanks,12.0,24.0,3800.0,4600.0,64.0,105.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,56.4,56.4,56.177656930508014,0.22234306949198412,0.3942253005177023
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1050 Ti,battlefield4,6.0,12.0,3600.0,4200.0,32.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,51.1,51.1,51.32208555108709,0.2220855510870905,0.43460968901583263
AMD Ryzen 7 1700X,AMD Radeon RX 590,totalWar3Kingdoms,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,54.3,54.3,54.07794174337693,0.22205825662306466,0.40894706560417066
Intel Core i9-9900K,NVIDIA GeForce RTX 2060 SUPER,aWayOut,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,187.5,187.5,187.27926910091588,0.22073089908411703,0.11772314617819575
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1060 5 GB,starcraft2,8.0,16.0,3600.0,4400.0,32.0,65.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,med,medium,2,1080.0,152.5,152.5,152.72021198555953,0.22021198555952992,0.14440130200624912
Intel Core i5-8400,NVIDIA GeForce GTX 980,battletech,6.0,6.0,2800.0,4000.0,9.0,65.0,4000.0,224400.0,256.0,2048.0,1127.0,1216.0,64.0,4981000.0,max,ultra,4,1080.0,57.6,57.6,57.82007145069417,0.22007145069417078,0.3820684907884909
Intel Core i9-9900K,NVIDIA GeForce GTX 1660 SUPER,radicalHeights,8.0,16.0,3600.0,5000.0,16.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,116.8,116.8,117.01799352822226,0.2179935282222658,0.18663829471084403
Intel Core i7-9700K,NVIDIA GeForce GTX 1050 Ti,apexLegends,8.0,8.0,3600.0,4900.0,12.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,med,medium,2,1080.0,85.6,85.6,85.81480546166208,0.21480546166208114,0.2509409598856088
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1080 Ti,battletech,6.0,12.0,3600.0,4200.0,32.0,65.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,max,ultra,4,1080.0,93.0,93.0,92.78550648693971,0.2144935130602903,0.23063818608633366
AMD Ryzen 5 1600X,NVIDIA GeForce RTX 2070,counterStrikeGlobalOffensive,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,max,ultra,4,1080.0,231.1,231.1,231.31388797992335,0.2138879799233564,0.09255213324247356
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1060 5 GB,destiny2,6.0,12.0,3600.0,4000.0,16.0,95.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,med,medium,2,1080.0,110.2,110.2,109.98653828314316,0.21346171685684112,0.19370391729295927
Intel Core i5-7500,NVIDIA GeForce GTX 1660,apexLegends,4.0,4.0,3400.0,3800.0,6.0,65.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,100.7,100.7,100.91313931390069,0.2131393139006832,0.211657709931165
Intel Core i7-7700K,NVIDIA GeForce GTX 1070 GDDR5X,radicalHeights,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,105.2,105.2,105.4128778991993,0.21287789919929878,0.20235541748982772
AMD Ryzen 7 3700X,NVIDIA GeForce RTX 2060,starcraft2,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,max,ultra,4,1080.0,146.5,146.5,146.28716129296407,0.2128387070359281,0.14528239388117958
AMD Ryzen 7 3800X,NVIDIA GeForce RTX 2060,dota2,8.0,16.0,3900.0,4500.0,32.0,105.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,max,ultra,4,1080.0,163.8,163.8,163.58726764547833,0.21273235452167683,0.129873232308716
AMD Ryzen 5 3600X,AMD Radeon RX 580,airMechStrike,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,med,medium,2,1080.0,112.8,112.8,112.58738821561926,0.2126117843807407,0.18848562445101125
AMD Ryzen 7 3700X,NVIDIA GeForce RTX 2080,callOfDutyWW2,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,med,medium,2,1080.0,194.6,194.6,194.8123174710202,0.2123174710202136,0.10910455859209332
Intel Core i7-9700K,AMD Radeon RX 5700,radicalHeights,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,125.7,125.7,125.91170858461813,0.21170858461812259,0.16842369500248416
Intel Core i5-9400F,NVIDIA GeForce GTX 1050 3 GB,grandTheftAuto5,6.0,6.0,2900.0,4100.0,9.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,57.7,57.7,57.488609336319705,0.21139066368029802,0.3663616354944506
